id_cliente	frequencia_compra_ano	ticket_medio_historico	tempo_relacionamento_meses	recencia_dias	nro_categorias_compradas	categoria_preferida	canal_aquisicao	usa_aplicativo	idade	regiao	assinante_newsletter	genero	dispositivo_acesso	valor_total_gasto
E001041	2	85.56	11	188	1	moda	paga_google	nao	51	Sul	nao	masculino	desktop	180.81
E001042	15	212.81	21	131	4	beleza	organica	sim	47	Nordeste	sim	feminino	tablet	6631.3
E001043	8	152.84	29	92	1	beleza	paga_facebook	sim	52	Sul	nao	masculino	desktop	3211.37
E001044	2	48.63	51	47	1	infantil	paga_facebook	nao	28	Nordeste	nao	feminino	mobile	412
E001045	5	31.63	15	126	4	alimentos_bebidas	organica	sim	61	Centro-Oeste	sim	feminino	desktop	196.99
E001046	3	64.11	8	218	2	moda	parceria	sim	33	Sudeste	nao	masculino	mobile	125.5
E001047	1	118.32	36	202	1	esporte	organica	nao	48	Sudeste	sim	feminino	desktop	446.88
E001048	2	61.86	24	215	2	infantil	organica	sim	46	Sudeste	nao	masculino	desktop	245.84
E001049	1	60.34	19	262	1	alimentos_bebidas	organica	nao	41	Sudeste	sim	masculino	tablet	89.62
E001050	14	232.74	18	88	4	casa_decoracao	paga_google	nao	45	Nordeste	sim	masculino	mobile	6805.38
E001051	5	129.39	26	121	3	moda	parceria	sim	23	Nordeste	sim	masculino	desktop	1954.48
E001052	6	75.7	25	175	3	livros	parceria	sim	43	Nordeste	sim	feminino	desktop	766.32
E001053	4	153.65	21	126	1	casa_decoracao	organica	nao	31	Sul	nao	feminino	mobile	1332.83
E001054	9	138.3	86	181	3	beleza	paga_google	nao	38	Sudeste	sim	feminino	desktop	9039.97
E001055	10	151.07	7	110	1	esporte	paga_google	sim	47	Sul	sim	masculino	desktop	1177.43
E001056	4	70.29	39	121	3	moda	paga_facebook	nao	23	Sudeste	nao	feminino	mobile	1077.94
E001057	5	84.44	38	183	1	casa_decoracao	indicacao	nao	33	Sudeste	nao	masculino	mobile	1338.78
E001058	26	331.05	19	92	3	casa_decoracao	paga_google	sim	45	Nordeste	nao	feminino	desktop	16045.98
E001059	5	62.74	51	569	3	infantil	paga_google	nao	54	Sul	nao	masculino	desktop	617.39
E001060	14	82.69	23	75	3	esporte	organica	sim	34	Sul	nao	feminino	desktop	2806.36
E001061	7	211.33	10	238	4	eletronicos	paga_google	sim	37	Sudeste	nao	masculino	mobile	1436.22
E001062	1	116.76	16	233	1	casa_decoracao	indicacao	nao	27	Sul	nao	masculino	mobile	112.76
E001063	1	70.64	15	177	1	casa_decoracao	email_marketing	sim	47	Sudeste	nao	feminino	mobile	103.28
E001064	8	102.88	20	57	2	casa_decoracao	paga_facebook	nao	66	Sudeste	nao	masculino	tablet	1917.18
E001065	11	163.48	25	441	5	eletronicos	organica	sim	46	Sudeste	nao	masculino	desktop	2974.17
E001066	11	119.61	33	396	1	infantil	paga_google	sim	44	Sudeste	nao	masculino	mobile	2517.03
E001067	7	220.01	33	206	1	casa_decoracao	paga_google	nao	37	Sudeste	sim	masculino	mobile	5520.55
E001068	2	77.44	25	181	2	beleza	paga_google	nao	27	Sul	nao	feminino	mobile	236.93
E001069	2	81.68	19	82	2	moda	organica	nao	39	Centro-Oeste	sim	feminino	mobile	290.37
E001070	10	121.73	28	499	3	casa_decoracao	organica	nao	51	Sudeste	sim	masculino	desktop	1998.82
E001071	9	109.95	9	158	2	moda	parceria	nao	31	Sudeste	nao	feminino	mobile	768.57
E001072	7	87.2	55	175	3	esporte	paga_google	nao	35	Nordeste	sim	feminino	mobile	2797.53
E001073	29	170.58	61	110	6	alimentos_bebidas	paga_google	sim	37	Centro-Oeste	nao	feminino	desktop	23857.15
E001074	4	63.6	19	258	3	alimentos_bebidas	paga_google	nao	40	Sudeste	sim	feminino	tablet	241.17
E001075	11	84.6	16	18	1	infantil	indicacao	sim	34	Centro-Oeste	nao	masculino	mobile	1895.92
E001076	2	46.28	28	121	1	alimentos_bebidas	organica	nao	38	Sudeste	nao	masculino	mobile	203.04
E001077	2	81.68	25	249	1	esporte	email_marketing	nao	40	Nordeste	nao	masculino	desktop	271.76
E001078	2	55.75	32	186	1	infantil	paga_facebook	nao	30	Sudeste	sim	masculino	mobile	299.49
E001079	3	59.19	30	122	3	alimentos_bebidas	parceria	sim	20	Centro-Oeste	nao	masculino	mobile	391.2
E001080	9	111.62	45	47	1	alimentos_bebidas	organica	nao	34	Sudeste	nao	masculino	mobile	3523.38
E001081	8	225.26	8	92	3	casa_decoracao	paga_google	sim	68	Sul	nao	masculino	tablet	1611.71
E001082	5	76.12	14	160	5	alimentos_bebidas	organica	sim	39	Sudeste	sim	masculino	desktop	534.03
E001083	7	90.5	22	613	3	alimentos_bebidas	organica	sim	32	Nordeste	nao	masculino	mobile	491.25
E001084	6	166.37	10	231	2	eletronicos	paga_google	nao	51	Nordeste	nao	feminino	tablet	714.17
E001085	8	79.55	11	253	1	esporte	indicacao	sim	29	Sudeste	sim	feminino	mobile	743.49
E001086	6	76.84	8	162	1	alimentos_bebidas	paga_google	sim	41	Sudeste	nao	masculino	desktop	321.6
E001087	14	134.63	32	88	3	beleza	email_marketing	sim	36	Centro-Oeste	nao	masculino	desktop	6668.31
E001088	8	173.05	11	114	1	esporte	organica	sim	37	Sul	nao	masculino	mobile	1538.88
E001089	8	182.75	30	65	3	eletronicos	paga_google	nao	66	Sudeste	nao	masculino	tablet	5800.5
E001090	3	50.64	15	280	1	moda	indicacao	nao	20	Norte	nao	feminino	mobile	119.83
E001091	8	68.94	11	93	3	beleza	organica	sim	29	Nordeste	nao	feminino	mobile	495.79
E001092	4	86.7	15	191	4	alimentos_bebidas	paga_facebook	sim	50	Nordeste	nao	feminino	desktop	340.57
E001093	4	76.49	5	150	1	moda	paga_facebook	nao	35	Sudeste	nao	masculino	desktop	160.11
E001094	5	148.99	12	188	4	eletronicos	email_marketing	nao	40	Sudeste	sim	feminino	mobile	1318.09
E001095	10	82.06	16	106	6	livros	organica	sim	41	Nordeste	sim	masculino	tablet	846.45
E001096	18	123.06	22	218	3	infantil	organica	sim	40	Sudeste	sim	masculino	mobile	4644.56
E001097	2	69.3	69	234	2	beleza	organica	nao	61	Nordeste	sim	masculino	tablet	645.29
E001098	5	116.45	9	82	5	moda	organica	sim	41	Sul	nao	masculino	mobile	597.05
E001099	5	91.69	1	30	1	alimentos_bebidas	paga_google	nao	41	Nordeste	sim	masculino	mobile	90.55
E001100	15	82.8	6	58	2	esporte	paga_google	sim	55	Sul	sim	feminino	tablet	1071.06
E001101	3	86.72	11	83	1	beleza	organica	nao	53	Sudeste	sim	feminino	desktop	333.96
E001102	3	44.84	24	228	3	beleza	organica	nao	36	Sudeste	nao	feminino	mobile	192.58
E001103	2	108.03	22	102	2	moda	organica	sim	45	Sudeste	nao	feminino	desktop	601.22
E001104	3	35.34	17	167	1	alimentos_bebidas	parceria	nao	57	Sudeste	nao	masculino	mobile	122.81
E001105	1	46.19	7	210	1	infantil	paga_facebook	nao	31	Sul	nao	masculino	mobile	50
E001106	7	104.98	54	175	2	alimentos_bebidas	organica	sim	28	Nordeste	nao	feminino	mobile	2629.94
E001107	4	97.55	29	563	1	casa_decoracao	paga_facebook	sim	30	Sudeste	nao	masculino	mobile	647.1
E001108	12	102.96	30	150	4	beleza	email_marketing	nao	48	Sudeste	sim	masculino	desktop	3565.01
E001109	13	64.1	14	175	5	alimentos_bebidas	paga_google	sim	20	Sudeste	sim	feminino	mobile	1042.32
E001110	3	113.22	36	114	1	beleza	organica	nao	21	Sudeste	nao	feminino	mobile	1025.55
E001111	11	64.9	11	18	4	alimentos_bebidas	paga_google	sim	35	Centro-Oeste	sim	feminino	mobile	821.05
E001112	23	112.41	45	610	2	moda	indicacao	nao	68	Centro-Oeste	sim	masculino	tablet	4928.8
E001113	8	103.76	12	126	1	beleza	paga_google	sim	44	Nordeste	nao	masculino	desktop	790.88
E001114	1	85.23	34	590	1	moda	paga_google	nao	37	Centro-Oeste	nao	feminino	desktop	119.92
E001115	1	83.9	25	481	1	beleza	paga_facebook	sim	44	Centro-Oeste	sim	masculino	mobile	90.04
E001116	4	102.46	7	202	1	esporte	email_marketing	sim	52	Sudeste	nao	feminino	tablet	274.77
E001117	9	96.31	23	276	5	livros	organica	sim	35	Sudeste	nao	feminino	mobile	1041.19
E001118	5	228.12	19	170	3	moda	organica	nao	45	Sul	sim	masculino	tablet	1907.43
E001119	11	99.2	51	163	3	alimentos_bebidas	paga_facebook	sim	32	Sudeste	sim	masculino	mobile	6223.58
E001120	2	133.4	11	19	1	beleza	organica	sim	44	Centro-Oeste	sim	feminino	desktop	358.42
E001121	5	48.95	9	131	3	livros	indicacao	nao	32	Sul	sim	masculino	mobile	144.65
E001122	2	49.33	58	516	1	alimentos_bebidas	organica	nao	43	Sudeste	sim	feminino	desktop	212.64
E001123	18	137.73	28	35	5	esporte	organica	sim	33	Sudeste	sim	masculino	mobile	10713.87
E001124	3	59.88	11	202	3	esporte	email_marketing	nao	36	Sudeste	nao	feminino	mobile	152.1
E001125	5	235.42	4	120	1	eletronicos	paga_facebook	sim	21	Sudeste	nao	masculino	mobile	784.58
E001126	1	77.6	18	272	1	moda	paga_facebook	nao	39	Sudeste	sim	feminino	mobile	147.18
E001127	2	58.11	34	216	2	infantil	organica	sim	44	Sudeste	nao	masculino	desktop	358.67
E001128	6	55.43	29	75	2	alimentos_bebidas	paga_facebook	nao	35	Nordeste	sim	masculino	mobile	630.27
E001129	6	243.65	26	144	3	casa_decoracao	paga_facebook	sim	39	Centro-Oeste	nao	feminino	mobile	3712.25
E001130	8	127.12	33	65	5	moda	organica	sim	38	Sudeste	sim	masculino	desktop	4022.91
E001131	4	149.28	23	118	1	esporte	organica	sim	29	Sudeste	nao	masculino	mobile	1714.98
E001132	1	69.67	9	268	1	eletronicos	indicacao	nao	31	Sudeste	nao	feminino	desktop	68.7
E001133	6	248.36	55	153	3	beleza	indicacao	nao	44	Sudeste	sim	feminino	mobile	7867
E001134	3	169.33	13	191	2	casa_decoracao	paga_facebook	nao	52	Norte	nao	masculino	tablet	545.71
E001135	3	86.05	38	642	2	alimentos_bebidas	paga_google	nao	51	Sudeste	nao	masculino	mobile	315.86
E001136	14	196.01	25	158	3	moda	organica	sim	55	Nordeste	nao	feminino	desktop	6993.86
E001137	6	129.87	30	254	4	eletronicos	organica	nao	50	Sul	sim	masculino	desktop	2125.79
E001138	4	51.47	20	131	3	livros	organica	nao	41	Nordeste	nao	masculino	mobile	235.63
E001139	3	33.22	32	198	2	alimentos_bebidas	paga_facebook	nao	27	Sul	nao	masculino	mobile	182.59
E001140	13	227.9	20	546	1	moda	organica	sim	24	Sul	sim	masculino	desktop	3362.04
E001141	3	45.22	11	216	2	moda	organica	nao	61	Nordeste	nao	masculino	tablet	102.44
E001142	17	94.26	11	135	4	livros	paga_google	nao	40	Sudeste	nao	masculino	mobile	1244.83
E001143	13	306.73	23	208	1	eletronicos	paga_google	sim	52	Nordeste	nao	feminino	desktop	9701.46
E001144	10	91.27	13	88	2	beleza	organica	sim	48	Sudeste	nao	masculino	desktop	1382.08
E001145	2	94.47	28	141	2	livros	email_marketing	sim	33	Centro-Oeste	nao	masculino	mobile	345.46
E001146	1	222.65	13	377	1	eletronicos	organica	sim	38	Sudeste	nao	feminino	mobile	209.62
E001147	15	221.97	11	98	4	casa_decoracao	organica	sim	48	Sudeste	sim	feminino	mobile	6757.63
E001148	4	142.36	66	488	2	beleza	paga_facebook	sim	31	Sudeste	sim	masculino	mobile	2020.9
E001149	6	234.06	8	204	3	esporte	paga_facebook	sim	34	Sudeste	nao	feminino	mobile	1200.42
E001150	5	111.5	7	210	2	eletronicos	email_marketing	nao	43	Sul	sim	masculino	desktop	461.02
E001151	9	147.57	32	93	4	moda	email_marketing	sim	35	Sudeste	sim	feminino	desktop	5697.35
E001152	2	150.5	20	572	2	eletronicos	paga_google	sim	41	Sudeste	sim	feminino	desktop	374.38
E001153	1	37.16	26	178	1	livros	organica	nao	46	Sudeste	nao	feminino	tablet	52.98
E001154	10	131.46	34	269	3	casa_decoracao	paga_google	sim	40	Sul	nao	feminino	mobile	3731.17
E001155	6	31.69	46	122	3	livros	paga_google	nao	19	Nordeste	nao	feminino	mobile	447.28
E001156	5	51.87	37	206	3	infantil	organica	sim	35	Sudeste	sim	feminino	mobile	907.23
E001157	10	69.42	26	460	1	esporte	indicacao	nao	25	Nordeste	nao	masculino	mobile	686.44
E001158	10	198.4	22	487	1	moda	indicacao	nao	30	Sudeste	nao	feminino	mobile	1721.21
E001159	10	139.04	37	47	6	casa_decoracao	parceria	nao	47	Sudeste	sim	feminino	desktop	6429.8
E001160	7	68.69	19	267	1	infantil	paga_google	sim	33	Sudeste	nao	feminino	desktop	748.46
E001161	7	145.11	46	663	4	eletronicos	organica	nao	34	Norte	sim	feminino	desktop	3135.56
E001162	3	61.46	5	150	2	moda	parceria	nao	33	Sudeste	nao	masculino	mobile	63.37
E001163	3	61.35	73	88	1	livros	organica	sim	50	Sudeste	nao	masculino	desktop	981.46
E001164	4	113.23	28	66	4	infantil	organica	sim	61	Sul	nao	masculino	desktop	1248.74
E001165	17	256.26	22	178	5	moda	organica	sim	39	Sudeste	sim	feminino	tablet	11679.43
E001166	10	88.28	21	186	4	beleza	email_marketing	sim	42	Sudeste	sim	masculino	desktop	2028.45
E001167	3	68.64	4	106	2	alimentos_bebidas	paga_facebook	nao	45	Nordeste	nao	masculino	desktop	50
E001168	8	143.09	7	110	4	infantil	email_marketing	sim	25	Sudeste	sim	masculino	mobile	1052.48
E001169	4	92.36	13	88	1	beleza	paga_facebook	sim	63	Nordeste	nao	feminino	tablet	376.26
E001170	4	60.13	35	47	2	beleza	parceria	sim	45	Sudeste	nao	feminino	mobile	981.97
E001171	3	45.28	13	386	1	beleza	organica	nao	44	Sudeste	nao	masculino	tablet	78.68
E001172	3	202.43	11	216	3	eletronicos	paga_facebook	nao	23	Sudeste	sim	feminino	mobile	703.9
E001173	2	68.06	17	198	1	livros	paga_facebook	nao	22	Sudeste	nao	masculino	desktop	132.04
E001174	16	115.96	22	178	2	moda	paga_google	sim	35	Sul	sim	feminino	mobile	4705.04
E001175	4	56.44	35	698	3	moda	parceria	nao	30	Sudeste	sim	masculino	mobile	342.94
E001176	11	118.33	21	175	1	infantil	paga_facebook	nao	36	Sudeste	nao	feminino	mobile	2288.18
E001177	5	94.7	8	144	5	esporte	paga_facebook	nao	24	Sudeste	sim	masculino	mobile	320.14
E001178	7	102.64	34	519	4	moda	paga_google	nao	44	Sul	sim	feminino	tablet	1300.51
E001179	13	195.07	13	186	2	casa_decoracao	paga_google	sim	18	Sudeste	sim	feminino	mobile	3986.97
E001180	1	108.94	25	88	1	casa_decoracao	paga_facebook	nao	41	Sudeste	nao	feminino	mobile	286.79
E001181	13	232.42	11	35	1	casa_decoracao	organica	nao	39	Sudeste	sim	feminino	desktop	4930.11
E001182	3	128.47	28	118	1	esporte	paga_google	sim	37	Sudeste	sim	feminino	desktop	1389.42
E001183	1	50.3	7	210	1	moda	paga_google	sim	45	Sudeste	sim	masculino	mobile	68.6
E001184	6	104.33	41	163	3	casa_decoracao	organica	sim	22	Centro-Oeste	sim	masculino	mobile	3126.52
E001185	11	151.84	25	36	4	alimentos_bebidas	indicacao	nao	18	Sul	nao	masculino	mobile	3231.58
E001186	7	179.06	25	594	4	eletronicos	organica	sim	45	Centro-Oeste	nao	masculino	desktop	2215.06
E001187	8	251.97	45	372	3	esporte	organica	sim	34	Sul	nao	masculino	mobile	6031.25
E001188	7	128.21	10	167	2	alimentos_bebidas	organica	sim	29	Centro-Oeste	sim	masculino	desktop	710.5
E001189	5	122.21	25	175	3	eletronicos	organica	nao	46	Sudeste	nao	masculino	mobile	1543.92
E001190	8	188.89	37	191	2	eletronicos	paga_google	nao	18	Sudeste	nao	masculino	mobile	5929.98
E001191	4	75.85	30	196	3	alimentos_bebidas	paga_facebook	nao	62	Sudeste	nao	masculino	tablet	577.06
E001192	5	160	42	59	4	casa_decoracao	organica	nao	53	Sudeste	nao	feminino	mobile	4904.65
E001193	3	91.53	45	216	2	alimentos_bebidas	indicacao	nao	20	Centro-Oeste	nao	masculino	mobile	544.61
E001194	5	81.42	13	89	2	infantil	organica	nao	24	Sudeste	nao	masculino	mobile	468.75
E001195	4	84.1	7	210	2	moda	paga_google	nao	26	Sudeste	nao	feminino	mobile	161.96
E001196	2	75.16	44	191	1	casa_decoracao	paga_facebook	sim	33	Sul	nao	masculino	mobile	741.98
E001197	4	70.82	18	83	3	beleza	indicacao	nao	43	Sudeste	nao	feminino	tablet	501.53
E001198	2	167.38	9	171	2	eletronicos	paga_facebook	sim	54	Nordeste	nao	masculino	mobile	447.95
E001199	3	45.03	41	153	1	infantil	organica	nao	19	Sudeste	sim	feminino	mobile	511.86
E001200	11	141.55	25	66	3	moda	organica	sim	27	Sudeste	sim	feminino	mobile	5474.63
E001201	6	64.98	8	240	1	casa_decoracao	email_marketing	nao	29	Sudeste	nao	masculino	mobile	243.59
E001202	2	49.72	89	83	2	moda	organica	nao	41	Sul	nao	masculino	mobile	761.29
E001203	5	150.98	30	175	2	esporte	paga_google	nao	47	Sul	sim	masculino	desktop	1935.5
E001204	19	291.15	24	161	3	eletronicos	organica	sim	60	Sudeste	nao	feminino	tablet	17954.9
E001205	6	73.78	52	204	4	infantil	organica	sim	49	Sudeste	nao	feminino	mobile	1978.4
E001206	13	172.61	20	114	3	eletronicos	paga_google	sim	52	Sul	nao	feminino	tablet	5870.15
E001207	3	197.3	52	66	3	esporte	organica	sim	43	Sudeste	sim	masculino	mobile	4026.16
E001208	1	88.18	61	441	1	casa_decoracao	indicacao	sim	23	Nordeste	nao	masculino	mobile	313.71
E001209	5	138.01	9	89	3	eletronicos	organica	nao	35	Sudeste	nao	masculino	mobile	898.05
E001210	13	175.31	30	119	3	esporte	paga_google	sim	18	Norte	sim	feminino	mobile	6514.28
E001211	6	144.57	11	199	1	infantil	organica	sim	33	Sudeste	sim	masculino	mobile	1147.98
E001212	8	100.22	30	76	1	eletronicos	organica	sim	19	Sul	nao	masculino	mobile	3511.82
E001213	4	87.18	19	226	3	casa_decoracao	email_marketing	sim	47	Sul	sim	feminino	desktop	815.2
E001214	8	103.97	25	83	2	livros	paga_facebook	sim	50	Sudeste	sim	masculino	mobile	1958.86
E001215	3	54.87	52	507	1	alimentos_bebidas	organica	sim	50	Nordeste	sim	masculino	tablet	323.95
E001216	10	128.05	26	59	3	beleza	paga_google	nao	32	Sudeste	sim	masculino	mobile	3412.28
E001217	6	116.95	27	435	3	moda	parceria	sim	31	Centro-Oeste	sim	masculino	desktop	952.59
E001218	8	51.15	15	288	1	moda	organica	nao	31	Sudeste	sim	feminino	mobile	421.3
E001219	9	86.22	10	150	2	alimentos_bebidas	organica	sim	48	Sudeste	sim	feminino	desktop	809.4
E001220	13	126.94	21	89	3	infantil	indicacao	sim	50	Sul	nao	feminino	tablet	3618.47
E001221	12	78.81	56	110	7	beleza	organica	sim	35	Sudeste	nao	feminino	desktop	5066.11
E001222	2	89.5	33	59	2	casa_decoracao	organica	nao	56	Sudeste	sim	masculino	desktop	842.43
E001223	11	69.75	15	389	9	moda	organica	sim	38	Sudeste	nao	feminino	mobile	557.65
E001224	5	93.32	18	89	1	beleza	organica	sim	45	Nordeste	nao	masculino	mobile	893.87
E001225	2	45.53	41	144	1	moda	organica	sim	32	Sul	nao	feminino	desktop	367.17
E001226	5	120.48	19	442	5	moda	organica	sim	20	Sul	sim	masculino	tablet	611.67
E001227	4	125.23	49	536	3	casa_decoracao	email_marketing	nao	31	Nordeste	nao	masculino	desktop	1104.12
E001228	7	73.43	53	224	2	alimentos_bebidas	indicacao	sim	45	Sul	sim	feminino	desktop	1802.19
E001229	6	48.92	87	215	3	beleza	organica	nao	18	Sudeste	sim	feminino	mobile	2080.28
E001230	10	44.11	7	210	2	beleza	indicacao	sim	52	Sudeste	sim	masculino	mobile	259.53
E001231	7	148.42	20	153	1	casa_decoracao	paga_facebook	sim	18	Sudeste	sim	feminino	mobile	3066.14
E001232	8	81.84	2	60	2	moda	indicacao	sim	46	Sudeste	sim	masculino	desktop	124.62
E001233	1	106.39	23	557	1	beleza	paga_facebook	nao	41	Sudeste	nao	masculino	mobile	112.09
E001234	1	69.92	11	106	1	livros	indicacao	nao	28	Sudeste	nao	masculino	mobile	50
E001235	6	124.95	20	110	2	beleza	organica	nao	18	Sudeste	sim	masculino	desktop	1508.47
E001236	4	114.2	33	36	1	beleza	paga_google	sim	48	Centro-Oeste	nao	masculino	desktop	1696.97
E001237	1	221.09	32	131	1	eletronicos	email_marketing	nao	28	Sudeste	nao	feminino	desktop	917.94
E001238	5	60.98	25	467	1	livros	organica	nao	48	Sul	nao	masculino	desktop	194.85
E001239	2	77.95	16	135	2	beleza	paga_facebook	sim	28	Sudeste	nao	masculino	desktop	284.55
E001240	5	193.05	49	122	1	eletronicos	paga_facebook	sim	18	Sudeste	nao	feminino	mobile	6222.89
E001241	6	43.87	62	722	3	alimentos_bebidas	organica	nao	71	Nordeste	sim	masculino	desktop	583.82
E001242	2	73.03	8	153	2	beleza	parceria	nao	40	Sudeste	nao	feminino	mobile	71.19
E001243	11	134.88	28	66	1	esporte	indicacao	nao	40	Sudeste	sim	feminino	desktop	4828.14
E001244	3	77.74	6	180	2	alimentos_bebidas	email_marketing	nao	56	Nordeste	nao	masculino	tablet	99.56
E001245	8	130.01	42	434	3	casa_decoracao	organica	sim	29	Sudeste	sim	feminino	mobile	2692.09
E001246	4	84.04	1	30	3	eletronicos	indicacao	nao	44	Sudeste	sim	masculino	tablet	184.64
E001247	9	101.66	55	76	1	esporte	indicacao	sim	46	Sudeste	nao	feminino	tablet	7206.25
E001248	18	149.74	15	186	3	moda	parceria	sim	39	Sudeste	sim	masculino	desktop	3882.7
E001249	4	66.59	13	256	2	alimentos_bebidas	organica	sim	30	Sudeste	nao	masculino	desktop	216.2
E001250	11	115.93	11	83	5	beleza	paga_google	sim	47	Nordeste	nao	feminino	tablet	1336.97
E001251	2	53.16	26	76	1	livros	paga_google	sim	31	Sudeste	nao	feminino	mobile	174.51
E001252	5	53.23	48	250	2	esporte	paga_google	nao	24	Sul	nao	feminino	desktop	854.69
E001253	6	62.19	32	66	3	alimentos_bebidas	indicacao	sim	41	Sul	sim	feminino	mobile	1025.82
E001254	6	165.44	17	159	4	moda	paga_google	nao	31	Centro-Oeste	nao	masculino	desktop	1186.79
E001255	9	48.2	15	21	2	alimentos_bebidas	email_marketing	sim	26	Sudeste	sim	feminino	mobile	646.9
E001256	5	83.12	22	36	2	beleza	email_marketing	sim	57	Centro-Oeste	nao	masculino	desktop	951.72
E001257	1	44.97	31	606	1	beleza	paga_facebook	nao	35	Sudeste	nao	feminino	mobile	60.68
E001258	4	155.41	14	122	1	eletronicos	organica	sim	18	Sudeste	sim	masculino	mobile	1483.36
E001259	2	58.33	47	513	1	moda	email_marketing	nao	23	Nordeste	nao	feminino	mobile	215.99
E001260	6	80.28	11	251	2	infantil	email_marketing	nao	28	Nordeste	sim	feminino	mobile	372.88
E001261	3	127.97	14	48	3	eletronicos	email_marketing	sim	42	Sudeste	nao	feminino	mobile	1069.25
E001262	1	72.71	14	175	1	casa_decoracao	paga_google	nao	18	Nordeste	sim	masculino	mobile	86.99
E001263	25	357.3	36	510	6	eletronicos	organica	nao	36	Sudeste	sim	masculino	mobile	19413.34
E001264	14	66.89	16	198	4	esporte	organica	sim	32	Centro-Oeste	sim	masculino	desktop	1648.09
E001265	3	48.73	23	239	3	moda	paga_google	sim	32	Sudeste	nao	masculino	desktop	328.3
E001266	1	125.96	19	494	1	moda	organica	sim	32	Sudeste	sim	masculino	mobile	193.64
E001267	5	92.14	16	183	1	alimentos_bebidas	parceria	sim	36	Sul	nao	feminino	desktop	572.28
E001268	11	143.91	40	66	1	moda	organica	nao	48	Sudeste	sim	masculino	desktop	8076.74
E001269	3	45.59	11	175	2	infantil	indicacao	nao	34	Norte	sim	feminino	tablet	101.23
E001270	8	134.26	9	181	3	beleza	paga_google	nao	48	Centro-Oeste	nao	masculino	tablet	590.04
E001271	5	145.51	45	239	5	moda	indicacao	sim	55	Nordeste	nao	feminino	tablet	2496.62
E001272	8	81.27	14	233	2	moda	parceria	nao	53	Sudeste	nao	masculino	mobile	514.15
E001273	3	86.57	23	242	1	beleza	parceria	nao	38	Nordeste	nao	masculino	desktop	305.19
E001274	5	240.69	13	206	5	eletronicos	email_marketing	nao	40	Sudeste	nao	feminino	desktop	1264.91
E001275	5	64.1	33	155	3	alimentos_bebidas	organica	sim	22	Sul	sim	masculino	mobile	854.49
E001276	4	141.81	79	153	1	infantil	indicacao	nao	43	Sudeste	nao	masculino	desktop	4168.56
E001277	6	197.79	15	251	2	esporte	paga_google	nao	40	Sul	nao	masculino	tablet	1226.75
E001278	12	114.49	11	144	3	beleza	paga_google	nao	20	Sudeste	nao	feminino	mobile	1375.13
E001279	9	93.38	11	93	6	moda	organica	sim	39	Nordeste	nao	masculino	desktop	903.04
E001280	4	142.07	29	144	1	casa_decoracao	organica	sim	29	Sudeste	nao	feminino	desktop	1907.65
E001281	9	113.28	8	36	4	infantil	organica	sim	48	Sudeste	nao	masculino	desktop	954.56
E001282	4	32.18	17	102	2	alimentos_bebidas	organica	nao	31	Sudeste	nao	feminino	mobile	185.98
E001283	4	140.07	14	102	2	casa_decoracao	email_marketing	sim	44	Sudeste	nao	feminino	mobile	1123.35
E001284	13	332.31	32	89	6	eletronicos	organica	sim	63	Sudeste	sim	feminino	tablet	23700.02
E001285	5	150.69	25	220	5	alimentos_bebidas	organica	nao	23	Sul	sim	masculino	mobile	960.41
E001286	9	222.66	22	594	7	eletronicos	paga_google	nao	22	Sul	sim	feminino	mobile	2594.64
E001287	23	70.62	16	67	3	alimentos_bebidas	paga_google	sim	50	Sudeste	nao	feminino	desktop	2449.09
E001288	13	98.59	36	477	5	eletronicos	paga_facebook	sim	27	Nordeste	nao	feminino	mobile	2473.26
E001289	5	110.36	27	106	1	eletronicos	email_marketing	sim	50	Sudeste	nao	masculino	mobile	2382.27
E001290	7	75.94	30	93	3	beleza	email_marketing	sim	45	Sudeste	nao	feminino	mobile	1546.82
E001291	3	97.67	25	505	3	beleza	organica	nao	46	Centro-Oeste	nao	feminino	tablet	248.33
E001292	2	58.39	36	246	2	beleza	organica	sim	18	Centro-Oeste	nao	feminino	mobile	297.23
E001293	4	62.08	10	138	4	beleza	paga_facebook	sim	51	Centro-Oeste	sim	masculino	tablet	217.18
E001294	6	73.26	42	150	2	eletronicos	paga_facebook	nao	35	Sudeste	nao	feminino	desktop	2448.51
E001295	6	187.81	19	184	2	casa_decoracao	email_marketing	sim	40	Sudeste	nao	feminino	desktop	2645.78
E001296	3	126.11	8	106	3	casa_decoracao	paga_facebook	nao	18	Centro-Oeste	sim	feminino	mobile	346.92
E001297	1	191.83	37	135	1	eletronicos	indicacao	nao	23	Nordeste	nao	masculino	mobile	648.29
E001298	3	47.79	21	264	2	alimentos_bebidas	organica	sim	41	Centro-Oeste	nao	masculino	desktop	167.24
E001299	3	123.59	46	211	1	eletronicos	parceria	sim	29	Centro-Oeste	nao	feminino	mobile	1726.11
E001300	5	81.85	19	155	3	casa_decoracao	paga_facebook	nao	36	Sudeste	nao	feminino	mobile	820.21
E001301	3	69.18	6	138	1	eletronicos	organica	nao	38	Sudeste	nao	feminino	mobile	193.92
E001302	5	51.95	41	214	4	alimentos_bebidas	paga_google	sim	33	Sudeste	nao	masculino	tablet	695.03
E001303	1	50.35	34	698	1	alimentos_bebidas	indicacao	sim	33	Sudeste	nao	masculino	desktop	78.57
E001304	11	132.24	8	93	3	moda	paga_google	nao	51	Sul	sim	feminino	desktop	1043.59
